ID	GeneID	MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
2994	ENSG00000102878.16	0.205	0.205	0.196	0.03	0.068	0.045
5579	ENSG00000130175.9	0.774	0.874	0.78	0.625	0.591	0.658
7580	ENSG00000178761.14	1	0.769	1	0.756	0.813	0.692
33	ENSG00000000419.12	0	0.139	0.187	0.653	0.232	0.35
3059	ENSG00000136273.11	0.73	1	1	0.811	0.818	0.403
4181	ENSG00000146223.14	0.276	0.324	0.385	0.477	0.458	0.481
6711	ENSG00000160753.15	0.798	0.791	0.882	0.951	0.905	0.952
5902	ENSG00000100897.17	0.71	0.527	0.727	0.898	0.87	0.863
688	ENSG00000177981.10	0.278	1	1	0.204	0.278	0.435
4355	ENSG00000167535.7	0.217	0.218	0.262	0.11	0.059	0.213
3045	ENSG00000185324.21	0.405	0.29	0.135	0.029	0.078	0.166
5635	ENSG00000162729.13	0.173	0.206	0.164	0.087	0.084	0.048
5778	ENSG00000166444.18	0.033	0.168	0	0.089	0.121	0.304
6318	ENSG00000085382.11	0.717	0.612	0.525	0.907	0.793	0.881
4533	ENSG00000087266.15	0.496	0.579	0.639	0.911	0.942	1
5568	ENSG00000109332.19	1	0.545	0.444	0.151	0.186	0.138
5312	ENSG00000115204.14	0.93	1	0.865	0.735	0.588	0.89
273	ENSG00000161265.14	0.525	0.455	0.404	0.641	0.73	1
7773	ENSG00000148824.18	0.758	0.944	0.816	0.938	0.947	1
3090	ENSG00000068137.14	0.906	1	0.811	0.488	0.629	0.714
8609	ENSG00000131591.17	0.081	0	0.245	1	1	0.277
726	ENSG00000088970.15	0.476	0.67	0.428	0.925	0.715	0.82
4824	ENSG00000148187.17	0.787	0.912	0.747	0.928	0.937	0.93
5321	ENSG00000111237.18	0.747	0.565	0.574	0.954	1	0.719
2397	ENSG00000135678.11	0.54	0.439	0.701	1	1	0.973
2001	ENSG00000159023.19	0.101	0.037	0.072	0.719	0.631	0.272
7001	ENSG00000161912.17	0.459	0.787	0.735	1	1	1
176	ENSG00000160410.14	0.886	1	0.66	1	1	1
5088	ENSG00000179195.15	0.465	0.087	0.077	0	0.183	0.087
7872	ENSG00000167525.13	0.858	0.587	0.752	0.244	0.543	0.222
5148	ENSG00000048991.16	0.512	0.583	0.759	0.786	0.897	0.939
1698	ENSG00000163702.18	0.315	0.365	0.43	0.076	0.202	0.356
6436	ENSG00000140451.12	0.853	0.674	0.653	0.508	0.501	0.411
4686	ENSG00000177595.17	0.758	1	0.681	1	0.857	1
6129	ENSG00000204438.10	0.426	0.371	0.407	0.611	0.546	0.511
2027	ENSG00000068137.14	0.71	0.647	0.408	1	0.786	0.478
712	ENSG00000008128.22	0.228	0.281	0.381	0.468	0.427	0.738
7175	ENSG00000153956.15	0.734	0.582	0.758	0.343	0.635	0.094
930	ENSG00000166526.16	0.184	0.24	0.103	0.093	0.042	0.073
4166	ENSG00000167508.11	0.224	0.151	0.365	0.797	0.528	0.543
6544	ENSG00000141013.16	0.518	0.418	0.252	0.082	0.161	0.204
6713	ENSG00000160753.15	0.75	0.762	0.845	0.929	0.884	0.937
949	ENSG00000117602.11	0.601	1	1	0	0	1
491	ENSG00000085978.21	0.117	0.135	0.277	0.288	0.607	0.369
530	ENSG00000110074.10	1	0.709	0.803	0.549	0.74	0.765
7137	ENSG00000008710.19	0.302	0.286	0.231	0	0.231	0
3421	ENSG00000126214.21	0.711	0.622	0.724	0.821	0.924	0.825
2778	ENSG00000105486.13	0.29	0.592	0.308	0.643	0.874	0.538
8155	ENSG00000196118.11	0	0.119	0.351	0.419	0.486	1
5149	ENSG00000198818.9	0.955	1	1	0.931	0.955	0.63
5419	ENSG00000166432.14	1	0.744	0.66	0.66	0.593	0.421
974	ENSG00000138796.16	1	1	0.83	0.66	0.862	0.959
3091	ENSG00000129158.10	1	0.828	0.852	0.743	0.325	0.684
6322	ENSG00000119777.18	0.595	0.33	0.524	0.848	0.8	0.762
5664	ENSG00000172748.13	1	1	1	0.946	0.728	1
2516	ENSG00000099797.13	0.131	0.111	0.158	0.022	0	0
3032	ENSG00000159214.12	0	0	0.28	0.593	0.163	1
1004	ENSG00000137221.14	0.275	0.339	0.177	0.055	0.217	0.101
7401	ENSG00000235501.5	0.565	0.525	0.565	0.178	0	1
1735	ENSG00000163785.12	0.403	0.475	0.436	0.569	0.622	0.52
7449	ENSG00000178904.18	0.465	0.63	0.688	0.411	0.359	0.463
8596	ENSG00000110066.14	1	0.734	1	0.554	1	0
4184	ENSG00000141401.11	0.03	0.041	0.111	0.299	0.176	0.115
4974	ENSG00000143952.19	0.614	0.662	0.703	0.351	0.487	0.506
4096	ENSG00000087586.17	0.326	0.292	0.375	0.655	0.53	0.502
4389	ENSG00000095066.11	0.697	1	0.912	0.564	0.601	0.852
1068	ENSG00000162298.18	0.859	0.784	0.867	0.864	1	1
3367	ENSG00000115677.16	0.826	1	1	0.588	0.241	1
6300	ENSG00000004700.15	0.8	0.749	0.739	0.893	0.912	0.835
8662	ENSG00000167595.14	1	0.601	0.913	0.653	0.75	0.667
3888	ENSG00000123240.16	0.465	0.662	0.525	1	1	0.566
2045	ENSG00000213983.11	0.925	0.667	0.629	0.451	0.552	0.261
4803	ENSG00000197323.11	0.422	0.586	0.542	0.411	0.303	0.318
2070	ENSG00000160226.15	0.844	1	0.667	0.42	0.85	0.842
5023	ENSG00000099326.8	0.938	0.528	0.812	0.907	1	1
4139	ENSG00000119599.16	0.945	0.828	0.852	1	1	0.942
4239	ENSG00000004534.14	0.464	0.25	0.191	0.102	0.167	0.174
8454	ENSG00000197343.10	0.953	0.899	0.907	0.759	0.877	0.789
2450	ENSG00000174373.16	0.26	0.313	0.19	0.642	0.314	0.692
8728	ENSG00000172613.7	1	1	1	0.431	0.694	0.654
2221	ENSG00000223705.9	0.481	1	0.649	0.822	0.27	0.481
3009	ENSG00000131848.9	0	0	0	0.097	0.11	0.172
4658	ENSG00000160948.13	1	1	0.747	0.86	0.405	0.405
3353	ENSG00000104763.18	0.683	0.51	0.565	0.313	0.406	0.395
1355	ENSG00000128973.12	0.325	0.215	0.206	0.102	0.179	0.115
1320	ENSG00000105717.13	0.272	0	1	1	0.599	1
2812	ENSG00000143420.18	0.973	0.961	0.966	0.901	0.953	0.729
3307	ENSG00000125459.14	0.883	1	1	0.931	0.819	0.653
7247	ENSG00000148019.12	0.122	0.154	0.189	0.307	0.244	0.397
4800	ENSG00000196498.13	0.965	0.863	1	0.891	1	0.446
747	ENSG00000104064.16	0.155	0.227	0.216	0.319	0.315	0.329
2720	ENSG00000166321.13	0.62	0.743	0.491	0.42	1	0.743
7750	ENSG00000148225.15	0.493	1	0.548	1	1	0.66
515	ENSG00000111596.11	0.725	0.601	0.693	0.53	0.2	0.22
7050	ENSG00000114127.10	0.929	0.824	0.818	1	0.929	1
2029	ENSG00000146707.14	0.118	0.551	0.188	0.082	0	0.026
2281	ENSG00000079974.17	0	1	0	0	1	1
3260	ENSG00000143951.15	0.795	0.76	0.858	1	1	0.838
2352	ENSG00000178381.11	0.039	0.134	0.333	0.039	0.026	0.023
438	ENSG00000204387.12	0.236	0.292	0.304	0.061	0.091	0.347
3625	ENSG00000130175.9	0.311	0.365	0.296	0.492	0.47	0.508
437	ENSG00000204387.12	0.236	0.302	0.3	0.062	0.089	0.348
4649	ENSG00000092036.18	0.454	0.477	0.39	0.336	0.246	0.225
6478	ENSG00000188321.13	0.464	0.518	0.476	0.747	0.659	0.692
1019	ENSG00000112031.15	0.507	0.381	0.586	0.242	0.267	0.239
858	ENSG00000145916.18	0.092	0.174	0.155	0.283	0.234	0.327
1442	ENSG00000079974.17	0.235	0.435	0.435	0.106	0.041	0.071
934	ENSG00000077254.14	0.752	0.772	0.678	0.469	0.644	0.597
5566	ENSG00000109332.19	0.609	0.636	0.692	0.849	0.815	0.693
5355	ENSG00000109180.14	0.824	0.62	0.668	0.377	0.497	0.388
2345	ENSG00000173992.8	0.389	0.255	0.352	0.151	0.272	0.216
659	ENSG00000185917.13	0.314	0.402	0.502	0.21	0.179	0.244
2196	ENSG00000133943.20	0.516	0.442	0.449	0.168	0.301	0.229
490	ENSG00000132781.17	1	1	1	0.803	0.75	1
7644	ENSG00000141736.13	0.462	0.762	1	0.347	0.375	0.386
1581	ENSG00000068745.14	0.365	0.418	0.463	1	0.489	1
5183	ENSG00000164953.15	1	1	0.948	0.698	1	0.591
4521	ENSG00000119782.13	0.617	0.892	0.58	0.491	0.301	0.277
1383	ENSG00000146350.13	0.603	0.716	0.731	1	0.142	0.117
4104	ENSG00000176261.15	0.887	0.814	0.797	0.644	0.631	0.52
1353	ENSG00000144061.12	0.465	0.492	1	0.672	1	1
3860	ENSG00000058673.16	0.295	0.246	0.294	0.37	0.47	0.343
1725	ENSG00000167528.12	0.496	0.198	0.141	0.663	0	1
3027	ENSG00000163608.14	0.633	0.849	0.727	1	1	1
3478	ENSG00000117569.18	0.303	0.367	0.859	0.137	0.068	0.157
6733	ENSG00000112701.17	0.465	0.372	0.449	0.645	0.757	0.572
8214	ENSG00000010361.13	0	1	1	0.031	0.149	0.037
381	ENSG00000175197.11	0.898	0.869	0.93	0.783	0.721	0.747
1501	ENSG00000179152.19	0.211	0.289	0.24	0.425	0.362	0.475
8304	ENSG00000124224.16	0.333	0.167	0.067	0.111	0	0.037
2603	ENSG00000103121.8	1	1	1	0.774	0.813	0.834
2735	ENSG00000163636.10	0.905	0.693	0.829	0.927	0.972	0.906
4748	ENSG00000078487.17	0.795	0.564	0.829	0.853	1	0.829
4681	ENSG00000086758.15	0.626	0.58	0.559	0.741	0.749	0.71
2780	ENSG00000164039.14	0.627	0.868	0.654	0.938	1	0.903
1951	ENSG00000165195.15	0.646	0.75	0.773	0.885	0.941	0.85
683	ENSG00000172183.14	0.023	0.037	0.033	0.037	0.154	0.578
1389	ENSG00000102125.15	0.808	0.219	0.627	0.627	0.716	1
2654	ENSG00000123154.11	0.097	0.316	0.159	0.37	0.635	0.465
4221	ENSG00000131351.14	0.757	0.791	0.821	0.92	0.842	1
5105	ENSG00000125459.14	0.382	0.284	0.202	0.117	0.101	0.087
7691	ENSG00000126768.12	0.075	0.116	0.14	0.149	0.302	0.187
3244	ENSG00000115042.9	0.764	0.843	0.772	0.96	0.885	0.9
3508	ENSG00000163467.11	1	1	1	0.73	0	0.311
8039	ENSG00000114923.16	0.412	0.167	0.211	0.129	0.029	0
5093	ENSG00000173064.12	1	0.768	0.883	0.739	0.654	0.791
7339	ENSG00000126215.13	0.162	0.128	0.273	0.531	0.489	0.322
3173	ENSG00000151746.13	0.861	1	0.704	0.724	0.458	0.884
1142	ENSG00000139998.14	0.342	0.296	0.32	0.148	0.21	0.252
10669	ENSG00000143549.19	0.999	1	0.999	0.872	0.857	0.905
10752	ENSG00000073921.17	0.174	0.194	0.182	0.029	0.01	0.097
10753	ENSG00000073921.17	0.389	0.372	0.368	0.042	0.019	0.226
1083	ENSG00000198561.13	0.127	0.247	0.226	0.579	0.581	0.552
11010	ENSG00000177479.19	1	1	1	0.295	0.278	0.104
11011	ENSG00000177479.19	1	1	1	0.079	0.051	0.025
11020	ENSG00000177479.19	1	1	1	0.106	0.165	0.246
11026	ENSG00000177479.19	1	1	1	0.677	0.626	0.655
11029	ENSG00000177479.19	1	1	1	0.735	0.649	0.673
11031	ENSG00000177479.19	1	1	1	0.673	0.623	0.658
11065	ENSG00000105953.14	0.257	0.436	0.489	0.024	0.024	0.044
11066	ENSG00000105953.14	0.332	0.428	0.475	0.033	0.033	0.096
116	ENSG00000010810.17	0.517	0.54	0.466	0.907	0.928	0.735
11747	ENSG00000161203.13	0.743	0.712	0.762	0.973	0.996	0.963
12247	ENSG00000107372.12	0.368	0.355	0.414	0.19	0.187	0.189
12320	ENSG00000079805.16	0.706	0.725	0.744	0.226	0.154	0.43
12776	ENSG00000130021.13	0	0	0	0.406	0.444	0.535
12777	ENSG00000130021.13	0	0	0	0.538	0.564	0.646
1936	ENSG00000008294.20	0.937	0.929	0.92	0.639	0.697	0.696
1952	ENSG00000178177.15	0.964	0.941	0.913	0.821	0.845	0.742
2374	ENSG00000234741.7	0.711	0.68	0.727	0.502	0.434	0.482
2376	ENSG00000234741.7	0.661	0.676	0.738	0.421	0.416	0.417
2392	ENSG00000234741.7	0.48	0.466	0.46	0.785	0.699	0.72
2395	ENSG00000234741.7	0.639	0.632	0.609	0.844	0.851	0.857
2405	ENSG00000234741.7	0.774	0.747	0.787	0.501	0.54	0.506
2408	ENSG00000234741.7	0.567	0.501	0.55	0.336	0.288	0.297
2506	ENSG00000188895.11	0.604	0.6	0.58	0.839	0.806	0.851
2614	ENSG00000205581.10	0.449	0.554	0.375	0.104	0.102	0.202
2616	ENSG00000205581.10	0.41	0.492	0.259	0.059	0.029	0.124
2643	ENSG00000132970.12	0.946	0.89	0.934	0.476	0.501	0.473
2724	ENSG00000181019.12	0.055	0.109	0.092	0.481	0.468	0.49
2773	ENSG00000151967.18	0.117	0.081	0.092	0.334	0.34	0.356
3535	ENSG00000259024.6	0.038	0.093	0	0.949	0.86	0.804
3999	ENSG00000281039.1	0.009	0	0.013	0.105	0.197	0.064
4099	ENSG00000079819.18	0.941	0.818	0.897	0.522	0.42	0.396
4535	ENSG00000137501.17	0.128	0.246	0.101	0.743	0.741	0.865
4538	ENSG00000137501.17	0.136	0.189	0.252	0	0.003	0
4542	ENSG00000137501.17	0.035	0.088	0.04	0.512	0.618	0.569
6041	ENSG00000186575.17	0	0	0	0.634	0.598	0.637
6204	ENSG00000198363.17	0.971	0.962	0.972	0.815	0.848	0.846
6613	ENSG00000071054.16	0.911	0.833	0.876	0.499	0.378	0.564
7347	ENSG00000112759.16	0	0	0	0.317	0.343	0.249
7352	ENSG00000125954.12	0.97	0.976	0.96	0.73	0.756	0.717
7622	ENSG00000117868.15	0.117	0.107	0.216	0	0	0.014
8134	ENSG00000171055.14	0.12	0.156	0.116	0	0	0
8136	ENSG00000171055.14	0.2	0.21	0.243	0.049	0.027	0.049
8929	ENSG00000121716.20	0.664	0.588	0.633	0.288	0.29	0.314
9251	ENSG00000082898.16	0.985	0.982	0.974	0.844	0.831	0.907
9432	ENSG00000130402.11	0.995	0.953	0.988	0.721	0.659	0.835
11271	ENSG00000015479.18	0.194	0.113	0.104	0.028	0.029	0.025
12942	ENSG00000267120.3	0.904	0.88	0.799	0.392	0.419	0.466
1707	ENSG00000102900.12	0	0	0	0.231	0.27	0
1906	ENSG00000153113.23	0.647	0.557	0.584	0.22	0.195	0.269
4000	ENSG00000281039.1	0.025	0	0.04	0.243	0.403	0.157
1086	ENSG00000198561.13	0.088	0.123	0.149	0.422	0.391	0.368
9755	ENSG00000134444.13	0.381	0.625	0.462	0.978	1	0.974
5645	ENSG00000198467.13	0.772	0.706	0.71	0.42	0.267	0.405
12245	ENSG00000107372.12	0.441	0.42	0.452	0.245	0.256	0.239
12054	ENSG00000148180.19	0.933	1	1	0.801	0.769	0.621
6715	ENSG00000125863.18	0.896	0.867	0.861	0.632	0.571	0.767
11553	ENSG00000151025.9	0	0	0	0.639	0.553	0.645
11577	ENSG00000164828.17	0.021	0.057	0.061	0.608	0.388	0.334
10135	ENSG00000140416.19	0.968	0.988	0.964	0.539	0.477	0.872
2382	ENSG00000234741.7	0.796	0.806	0.846	0.92	0.945	0.955
9243	ENSG00000135317.12	0.545	0.518	0.592	0.795	0.895	0.791
2501	ENSG00000217555.12	0.556	0.464	0.471	0.229	0.311	0.324
5361	ENSG00000163319.10	0.149	0.193	0.197	0.376	0.347	0.369
3841	ENSG00000115307.16	0.324	0.119	0.194	0.036	0.049	0.07
2372	ENSG00000234741.7	0.805	0.803	0.812	0.695	0.657	0.607
7657	ENSG00000184047.16	0.033	0.058	0.063	0.205	0.193	0.116
9433	ENSG00000130402.11	0.97	0.981	0.985	0.733	0.491	0.927
7452	ENSG00000074266.19	0.975	0.993	0.981	0.826	0.881	0.889
8533	ENSG00000148985.19	0.57	0.599	0.591	1	0.915	1
7346	ENSG00000112759.16	0.468	0.382	0.403	0.142	0.134	0.154
2396	ENSG00000234741.7	0.824	0.842	0.831	0.57	0.678	0.632
8928	ENSG00000121716.20	0.633	0.526	0.574	0.131	0.295	0.261
11576	ENSG00000164828.17	0.493	0.739	0.72	0.957	0.889	0.904
7389	ENSG00000136522.13	0.018	0.016	0.006	0.138	0.139	0.067
6770	ENSG00000196935.8	1	1	1	0.316	0.248	0.708
8092	ENSG00000228486.10	0.543	0	0.209	1	0.704	0.963
6810	ENSG00000044459.14	0	0	0	0.438	0.529	0.654
7576	ENSG00000102606.17	0.445	0.524	0.484	0.162	0.195	0.16
884	ENSG00000075413.17	0.982	0.968	0.991	0.868	0.875	0.841
12906	ENSG00000246695.7	0.153	0.262	0.213	0.775	0.642	0.802
10585	ENSG00000138674.16	0.213	0.215	0.346	0.638	0.571	0.55
12087	ENSG00000088387.18	0.955	0.891	1	0.607	0.487	0.347
9152	ENSG00000188234.13	1	1	1	0.21	0.242	0.193
3842	ENSG00000115307.16	0.385	0.16	0.236	0.052	0.063	0.093
1857	ENSG00000075151.20	1	1	1	0.795	0.748	0.732
679	ENSG00000254788.7	0.809	0.735	0.765	0.416	0.501	0.608
7830	ENSG00000167196.13	0.976	0.975	0.952	0.503	0.663	0.644
8704	ENSG00000205133.11	0.827	0.849	0.833	0.971	0.992	0.942
2391	ENSG00000234741.7	0.355	0.312	0.345	0.618	0.482	0.607
3183	ENSG00000115355.15	0.099	0.217	0.137	0.375	0.345	0.463
1660	ENSG00000105483.17	0.787	0.814	0.812	0.464	0.548	0.526
6427	ENSG00000113648.16	0.875	0.886	0.887	0.792	0.754	0.636
4259	ENSG00000138092.10	0.329	0.431	0.434	0.203	0.164	0.161
6229	ENSG00000116731.22	0.549	0.465	0.549	0.232	0.324	0.28
611	ENSG00000196756.11	0.261	0.382	0.292	0.059	0.052	0.056
3838	ENSG00000115307.16	0.475	0.326	0.352	0.104	0.122	0.205
423	ENSG00000151914.19	0.124	0.121	0	0.383	0.457	0.28
12290	ENSG00000112531.16	0.989	0.975	0.956	0.922	0.905	0.72
4260	ENSG00000138092.10	0.496	0.616	0.63	0.315	0.269	0.284
3839	ENSG00000115307.16	0.473	0.314	0.35	0.104	0.122	0.201
6487	ENSG00000175224.16	1	1	1	0.448	0	0
1974	ENSG00000001497.16	0.138	0.155	0.141	0.328	0.479	0.302
11980	ENSG00000233184.6	0.768	0.929	0.873	0.304	0.479	0.47
2584	ENSG00000119812.18	0.336	0.296	0.348	0.524	0.506	0.477
4111	ENSG00000079819.18	0.984	0.917	0.905	0.799	0.641	0.635
7831	ENSG00000167196.13	0.976	0.975	0.951	0.473	0.719	0.68
854	ENSG00000158402.18	0.086	0.084	0.117	0.58	0.51	0.268
12088	ENSG00000088387.18	0.923	0.857	1	0.48	0.3	0.349
12223	ENSG00000256500.5	0.936	0.961	0.901	0.752	0.734	0.731
5330	ENSG00000021574.11	0.323	0.362	0.435	0.047	0.059	0.172
7810	ENSG00000138802.11	0.353	0.323	0.357	0.058	0.167	0.118
3666	ENSG00000124214.19	0.914	0.915	0.897	0.802	0.811	0.654
11578	ENSG00000164828.17	0.526	0.787	0.709	0.935	0.88	0.901
2154	ENSG00000197451.11	0.596	0.677	0.641	0.782	0.757	0.727
2406	ENSG00000234741.7	0.844	0.817	0.837	0.67	0.677	0.465
4374	ENSG00000170906.15	0.212	0.122	0.18	0.05	0.093	0.022
537	ENSG00000101361.16	0.356	0.29	0.323	0.187	0.235	0.195
3260	ENSG00000154845.15	0.334	0.212	0.238	0.087	0.144	0.104
11725	ENSG00000140525.17	0	0	0.061	0.416	0.427	0.261
5646	ENSG00000151725.11	0.112	0.095	0.165	0.281	0.24	0.302
11716	ENSG00000140365.15	0.514	0.486	0.496	0.25	0.24	0.296
5462	ENSG00000179818.13	1	1	1	0.412	0.6	0.472
4675	ENSG00000104671.7	0.216	0.234	0.181	0.088	0.122	0.052
11986	ENSG00000245958.6	1	1	1	0.155	0.468	0.461
5579	ENSG00000148840.10	0.052	0.152	0.182	0.44	0.454	0.323
6205	ENSG00000198363.17	0.869	0.834	0.864	0.706	0.669	0.562
5578	ENSG00000148840.10	0	0	0.015	0.152	0.195	0.094
11715	ENSG00000140365.15	0.25	0.184	0.247	0.053	0.06	0.058
4541	ENSG00000137501.17	0.059	0.04	0.075	0.229	0.31	0.362
11094	ENSG00000123552.17	0.698	0.73	0.736	0.417	0.41	0.523
12646	ENSG00000163249.11	0.93	0.951	0.821	0.504	0.353	0.686
5370	ENSG00000213240.8	0	0	0	0.364	0.615	1
5459	ENSG00000179818.13	1	1	1	0.597	0.657	0.57
9047	ENSG00000170919.15	0	0	0	0.77	0.681	0.424
9193	ENSG00000111674.8	0.299	0.348	0.344	0.476	0.473	0.502
11878	ENSG00000185808.13	0.597	0.591	0.494	0.167	0.255	0.349
6014	ENSG00000051825.14	1	1	1	0.77	0.935	0.728
11877	ENSG00000185808.13	0.331	0.296	0.252	0.09	0.135	0.188
3036	ENSG00000264538.6	0.333	0.315	0.201	0.025	0.038	0.061
3282	ENSG00000102125.15	0.395	0.362	0.319	0.112	0.055	0.092
11495	ENSG00000182979.17	0	0	0.06	0.108	0.136	0.177
6013	ENSG00000051825.14	1	1	1	0.874	0.964	0.811
81	ENSG00000241553.12	0.519	0.456	0.494	0.314	0.312	0.393
117	ENSG00000010810.17	0.197	0.234	0.26	0.407	0.407	0.341
6030	ENSG00000104529.17	0.537	0.732	0.627	0.86	0.812	0.775
5458	ENSG00000179818.13	1	1	1	0.611	0.621	0.621
6015	ENSG00000051825.14	1	1	1	0.824	0.956	0.679
2155	ENSG00000197451.11	0.592	0.683	0.643	0.78	0.757	0.723
3037	ENSG00000264538.6	0	0	0.089	0.596	0.683	0.119
5257	ENSG00000270231.3	0.74	0.73	0.716	0	0.087	0.375
4799	ENSG00000109184.14	0.317	0.295	0.358	0.562	0.501	0.507
1503	ENSG00000063854.12	0.293	0.275	0.24	0.106	0.074	0.115
3506	ENSG00000106603.18	1	1	1	0.752	0.653	1
7136	ENSG00000164180.13	0.877	0.807	0.899	0.61	0.622	0.638
6207	ENSG00000198363.17	0.777	0.749	0.775	0.578	0.635	0.555
929	ENSG00000078403.16	0	0.037	0	0.242	0.189	0.174
6366	ENSG00000135976.17	1	1	1	0.667	0	0.545
6317	ENSG00000186001.12	0.817	0.812	0.709	0.47	0.393	0.343
10073	ENSG00000101901.11	0.122	0.244	0.187	0	0	0.023
10824	ENSG00000169045.17	0.398	0.304	0.369	0.247	0.236	0.245
7809	ENSG00000138802.11	0.752	0.778	0.765	0.937	0.879	0.913
11208	ENSG00000112118.18	0.813	0.751	0.757	0.639	0.66	0.683
4236	ENSG00000139116.18	1	1	0.951	0.818	0.815	0.803
1452	ENSG00000129197.14	0.094	0.094	0.116	0.248	0.222	0.251
9190	ENSG00000112715.21	0.689	0.646	0.657	0.525	0.391	0.327
2811	ENSG00000175806.14	0	0	0	0.122	0.185	0.142
10280	ENSG00000108021.19	0.812	0.812	0.884	0.514	0.584	0.517
12291	ENSG00000112531.16	0.974	0.94	0.91	0.818	0.803	0.831
3988	ENSG00000032742.17	0.412	0.306	0.424	0.105	0.02	0.072
2942	ENSG00000138050.14	0.95	0.933	0.949	0.738	0.784	0.911
3138	ENSG00000240344.8	0.185	0.162	0.064	0.032	0.037	0.03
5575	ENSG00000148840.10	1	1	0.962	0.777	0.672	0.819
7537	ENSG00000161955.16	0	0.166	0	0.594	0.348	0.651
9050	ENSG00000170919.15	0	0	0	0.629	0.569	0.442
8153	ENSG00000115204.14	0.323	0.283	0.314	0.102	0.104	0.149
5457	ENSG00000179818.13	1	1	1	0.595	0.54	0.645
9096	ENSG00000108848.15	0.957	0.982	0.979	0.83	0.874	0.895
12698	ENSG00000165802.21	0.391	0.233	0.298	0.111	0.164	0.208
11407	ENSG00000178761.14	0.791	0.703	0.759	0.298	0.321	0.281
5020	ENSG00000198830.10	0.967	0.885	0.872	0.805	0.765	0.851
2810	ENSG00000175806.14	0	0	0	0.097	0.23	0.094
11384	ENSG00000003402.19	0.953	0.879	0.866	0.731	0.663	0.725
9095	ENSG00000108848.15	0.958	0.974	0.967	0.834	0.865	0.872
10484	ENSG00000204525.16	0.292	0.088	0.134	0.036	0.084	0.044
5455	ENSG00000179818.13	1	1	1	0.819	0.922	0.815
3033	ENSG00000264538.6	0	0	0.038	0.31	0.349	0.022
5456	ENSG00000179818.13	1	1	1	0.812	0.899	0.791
6777	ENSG00000124067.16	0.434	0.37	0.326	0.178	0.13	0.26
4537	ENSG00000137501.17	0.08	0.135	0.059	0.261	0.281	0.449
2689	ENSG00000232803.1	0	0	0	0.059	0.144	0.136
2251	ENSG00000113456.18	0.319	0.362	0.301	0.2	0.152	0.22
12967	ENSG00000141219.15	0.069	0.08	0.072	0.186	0.196	0.188
7538	ENSG00000161955.16	0	0.171	0	0.503	0.292	0.591
7577	ENSG00000102606.17	0.168	0.353	0.286	0.074	0.047	0.028
11017	ENSG00000177479.19	1	1	1	0.882	0.822	0.798
11539	ENSG00000112851.14	0.508	0.568	0.516	0	0	0.186
10074	ENSG00000101901.11	0.343	0.333	0.195	0	0	0.035
3137	ENSG00000240344.8	0.32	0.271	0.169	0.042	0.178	0.081
8148	ENSG00000115204.14	0.307	0.27	0.308	0.106	0.109	0.141
4029	ENSG00000266173.6	0.039	0.086	0.028	0.183	0.16	0.137
5767	ENSG00000187951.10	0.792	0.914	0.773	0.547	0.504	0.611
4017	ENSG00000223482.7	0.959	0.919	0.914	0.734	0.817	0.725
6564	ENSG00000168385.17	0.06	0.043	0.135	0.502	0.311	0.638
2357	ENSG00000234741.7	0.532	0.526	0.518	0.39	0.413	0.411
1808	ENSG00000165689.16	0.78	0.872	0.817	0.943	0.966	0.942
12079	ENSG00000128944.13	0.475	0.354	0.454	0.172	0.275	0.283
7506	ENSG00000106976.20	0.333	0.429	0.643	0.906	0.846	0.967
1078	ENSG00000168958.19	0.041	0.043	0.12	0.319	0.145	0.143
900	ENSG00000140374.15	0.552	0.569	0.779	1	1	1
1076	ENSG00000168958.19	0.057	0.078	0.204	0.439	0.256	0.243
2429	ENSG00000234741.7	0.551	0.445	0.478	0.786	0.67	0.612
6378	ENSG00000135976.17	0.786	0.731	0.391	0.143	0	0.179
9713	ENSG00000107263.18	1	1	1	0.917	0.409	0.308
11383	ENSG00000003402.19	0.939	0.941	0.921	0.769	0.69	0.852
12042	ENSG00000269713.7	0.975	0.95	0.913	0.632	0.778	0.765
6458	ENSG00000131473.16	0.844	0.781	0.798	0.552	0.666	0.682
12292	ENSG00000112531.16	0.379	0.313	0.261	0.48	0.436	0.54
6182	ENSG00000041982.15	0.8	1	0.75	0.36	0.37	0.429
8879	ENSG00000114956.19	0.791	0.728	0.676	0.604	0.601	0.501
9051	ENSG00000170919.15	0	0	0	0.416	0.423	0.27
4527	ENSG00000184060.10	0.385	0.6	0.247	0	0	0
85	ENSG00000156976.16	0.489	0.428	0.473	0.342	0.382	0.343
7482	ENSG00000163374.19	0.341	0.674	0.879	1	0.919	1
12080	ENSG00000128944.13	0.511	0.392	0.484	0.199	0.318	0.3
4412	ENSG00000141568.20	0.556	0.767	0.699	0.882	0.824	0.841
10621	ENSG00000060237.16	0.363	0.364	0.302	0.151	0.143	0.2
3316	ENSG00000105655.18	0.651	0.308	0.625	1	1	1
5119	ENSG00000167272.10	0.274	0.117	0.191	0.083	0.044	0.103
12730	ENSG00000223546.6	0.049	0.287	0.086	0.62	0.79	0.442
9144	ENSG00000198431.15	0	0	0.355	0.734	0.892	0.821
3128	ENSG00000189376.11	0.273	0.147	0.217	0.072	0.126	0.103
3744	ENSG00000129103.17	0.289	0.298	0.278	0.448	0.391	0.387
